prompt,occasion,formality,constraint,color_tone,occasion_soft,formality_soft,constraint_soft,color_tone_soft,split,source
"beach vacation but we have dinner reservations most nights, need range",vacation,casual,no_constraint,bright,"{""date"": 0.4, ""vacation"": 0.6}","{""casual"": 0.55, ""semi-formal"": 0.45}","{""no_constraint"": 0.5, ""understated"": 0.5}","{""bright"": 0.5, ""soft"": 0.5}",train,seed_blend
"birthday brunch then shopping, cute comfortable and a bit festive",casual,casual,no_constraint,bright,"{""casual"": 0.55, ""party"": 0.45}","{""casual"": 1.0}","{""bold"": 0.4, ""no_constraint"": 0.6}","{""bright"": 1.0}",train,seed_blend
"work event at a museum, business formal but with personality",office,formal,understated,dark,"{""office"": 1.0}","{""formal"": 0.6, ""semi-formal"": 0.4}","{""bold"": 0.45, ""understated"": 0.55}","{""dark"": 1.0}",train,seed_blend
"casual engagement dinner at home, festive but relaxed",wedding,casual,no_constraint,bright,"{""casual"": 0.45, ""wedding"": 0.55}","{""casual"": 0.6, ""semi-formal"": 0.4}","{""no_constraint"": 0.6, ""understated"": 0.4}","{""bright"": 0.5, ""soft"": 0.5}",heldout,seed_blend
clubbing for a birthday but the theme is all black elegant,party,semi-formal,bold,dark,"{""party"": 1.0}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.5, ""understated"": 0.5}","{""dark"": 1.0}",train,seed_blend
"office holiday lunch, festive knitwear territory, cosy but neat",office,semi-formal,understated,bright,"{""office"": 0.6, ""party"": 0.4}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""understated"": 1.0}","{""bright"": 0.5, ""neutral"": 0.5}",train,seed_blend
"date at a live gig, edgy and fun but i still want to look nice",date,casual,bold,dark,"{""date"": 0.5, ""party"": 0.5}","{""casual"": 1.0}","{""bold"": 0.65, ""understated"": 0.35}","{""dark"": 1.0}",train,seed_blend
"sangeet night, high energy dance floor, bold colour and movement",wedding,semi-formal,bold,bright,"{""party"": 0.4, ""wedding"": 0.6}","{""formal"": 0.4, ""semi-formal"": 0.6}","{""bold"": 1.0}","{""bright"": 1.0}",train,seed_blend
"smart casual networking breakfast, approachable but credible",office,semi-formal,understated,neutral,"{""office"": 1.0}","{""casual"": 0.35, ""semi-formal"": 0.65}","{""understated"": 1.0}","{""neutral"": 1.0}",train,seed_blend
"beach club party on holiday, glam swimwear to cocktails",party,casual,bold,bright,"{""party"": 0.5, ""vacation"": 0.5}","{""casual"": 1.0}","{""bold"": 0.6, ""no_constraint"": 0.4}","{""bright"": 1.0}",train,seed_blend
"quiet birthday dinner with parents, nice but modest",date,semi-formal,understated,neutral,"{""date"": 0.5, ""party"": 0.5}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""understated"": 1.0}","{""neutral"": 0.6, ""soft"": 0.4}",train,seed_blend
"work from home but a video shoot at 3, presentable and a bit polished",office,casual,understated,neutral,"{""office"": 1.0}","{""casual"": 0.5, ""semi-formal"": 0.5}","{""understated"": 1.0}","{""neutral"": 1.0}",train,seed_blend
"reception after a registry wedding, celebratory but low key",wedding,semi-formal,no_constraint,bright,"{""wedding"": 1.0}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""no_constraint"": 0.6, ""understated"": 0.4}","{""bright"": 0.5, ""soft"": 0.5}",train,seed_blend
"date turned group hang, cute but not too date-y now that it is friends",date,casual,understated,neutral,"{""casual"": 0.35, ""date"": 0.45, ""party"": 0.2}","{""casual"": 1.0}","{""no_constraint"": 0.4, ""understated"": 0.6}","{""neutral"": 1.0}",train,seed_blend
festive office party but i am leaving early for a real party after,party,semi-formal,bold,dark,"{""office"": 0.4, ""party"": 0.6}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.6, ""understated"": 0.4}","{""dark"": 1.0}",train,seed_blend
"beachside vows for a friend, relaxed wedding not black tie",wedding,semi-formal,no_constraint,soft,"{""vacation"": 0.3, ""wedding"": 0.7}","{""casual"": 0.45, ""semi-formal"": 0.55}","{""no_constraint"": 1.0}","{""bright"": 0.4, ""soft"": 0.6}",train,seed_blend
"birthday party but daytime and outdoors, playful and sunny not night-out",party,casual,no_constraint,bright,"{""casual"": 0.3, ""party"": 0.7}","{""casual"": 1.0}","{""bold"": 0.45, ""no_constraint"": 0.55}","{""bright"": 1.0}",heldout,seed_blend
"help - it is a birthday, i need something party style but a little casual help pls",party,casual,bold,bright,"{""casual"": 0.3, ""party"": 0.7}","{""casual"": 0.6, ""semi-formal"": 0.4}","{""bold"": 0.5, ""no_constraint"": 0.5}","{""bright"": 1.0}",train,aug_blend
"ok so it is a birthday, i want an outfit party style but a little casual any ideas?",party,casual,bold,bright,"{""casual"": 0.3, ""party"": 0.7}","{""casual"": 0.6, ""semi-formal"": 0.4}","{""bold"": 0.5, ""no_constraint"": 0.5}","{""bright"": 1.0}",train,aug_blend
"hey, office party, mostly work appropriate but slightly festive tia",office,semi-formal,understated,neutral,"{""office"": 0.6, ""party"": 0.4}","{""casual"": 0.1, ""formal"": 0.3, ""semi-formal"": 0.6}","{""bold"": 0.4, ""understated"": 0.6}","{""bright"": 0.4, ""neutral"": 0.6}",train,aug_blend
"need advice, office party, mostly work appropriate but slightly festive what should i wear",office,semi-formal,understated,neutral,"{""office"": 0.6, ""party"": 0.4}","{""casual"": 0.1, ""formal"": 0.3, ""semi-formal"": 0.6}","{""bold"": 0.4, ""understated"": 0.6}","{""bright"": 0.4, ""neutral"": 0.6}",train,aug_blend
hi - rooftop date though a bit party since friends join later,date,semi-formal,bold,dark,"{""date"": 0.6, ""party"": 0.4}","{""casual"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.5, ""understated"": 0.5}","{""bright"": 0.4, ""dark"": 0.6}",train,aug_blend
rooftop date but a bit party since friends join later ideas welcome,date,semi-formal,bold,dark,"{""date"": 0.6, ""party"": 0.4}","{""casual"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.5, ""understated"": 0.5}","{""bright"": 0.4, ""dark"": 0.6}",train,aug_blend
"ok so beach wedding guest, formal-ish but breezy for the sand any ideas?",wedding,semi-formal,understated,soft,"{""vacation"": 0.25, ""wedding"": 0.75}","{""formal"": 0.4, ""semi-formal"": 0.6}","{""no_constraint"": 0.4, ""understated"": 0.6}","{""bright"": 0.4, ""soft"": 0.6}",train,aug_blend
"quick one: beach wedding guest, formal-ish but breezy for the sand thanks",wedding,semi-formal,understated,soft,"{""vacation"": 0.25, ""wedding"": 0.75}","{""formal"": 0.4, ""semi-formal"": 0.6}","{""no_constraint"": 0.4, ""understated"": 0.6}","{""bright"": 0.4, ""soft"": 0.6}",train,aug_blend
"need advice, work drinks straight after the office, professional but a little going-out what should i wear",office,semi-formal,understated,dark,"{""office"": 0.55, ""party"": 0.45}","{""casual"": 0.2, ""formal"": 0.2, ""semi-formal"": 0.6}","{""bold"": 0.45, ""understated"": 0.55}","{""dark"": 1.0}",train,aug_blend
"so work drinks straight after the office, professional but slightly going-out help pls",office,semi-formal,understated,dark,"{""office"": 0.55, ""party"": 0.45}","{""casual"": 0.2, ""formal"": 0.2, ""semi-formal"": 0.6}","{""bold"": 0.45, ""understated"": 0.55}","{""dark"": 1.0}",train,aug_blend
"casual friday but there is a client lunch, smart but relaxed ideas welcome",office,semi-formal,understated,neutral,"{""casual"": 0.3, ""office"": 0.7}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_blend
"help - casual friday though there is a client lunch, smart but relaxed tia",office,semi-formal,understated,neutral,"{""casual"": 0.3, ""office"": 0.7}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_blend
"quick one: engagement party for close friends, dressy but fun and danceable thanks",party,semi-formal,bold,bright,"{""party"": 0.6, ""wedding"": 0.4}","{""formal"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.55, ""no_constraint"": 0.45}","{""bright"": 1.0}",train,aug_blend
"hey, engagement party for close friends, dressy but fun and danceable",party,semi-formal,bold,bright,"{""party"": 0.6, ""wedding"": 0.4}","{""formal"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.55, ""no_constraint"": 0.45}","{""bright"": 1.0}",train,aug_blend
"so first date at a nice restaurant, elegant but not like i tried too hard help pls",date,semi-formal,understated,neutral,"{""date"": 1.0}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""no_constraint"": 0.3, ""understated"": 0.7}","{""dark"": 0.4, ""neutral"": 0.6}",train,aug_blend
"hi - first date at a nice restaurant, elegant but not like i tried too hard any ideas?",date,semi-formal,understated,neutral,"{""date"": 1.0}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""no_constraint"": 0.3, ""understated"": 0.7}","{""dark"": 0.4, ""neutral"": 0.6}",train,aug_blend
"help - birthday dinner then a club, needs to work for both tia",party,semi-formal,bold,dark,"{""date"": 0.35, ""party"": 0.65}","{""casual"": 0.45, ""semi-formal"": 0.55}","{""bold"": 0.6, ""understated"": 0.4}","{""dark"": 1.0}",train,aug_blend
"ok so birthday dinner then a club, wants to work for both what should i wear",party,semi-formal,bold,dark,"{""date"": 0.35, ""party"": 0.65}","{""casual"": 0.45, ""semi-formal"": 0.55}","{""bold"": 0.6, ""understated"": 0.4}","{""dark"": 1.0}",train,aug_blend
"hey, holiday but there is one fancy dinner, mostly beach with one dressy look",vacation,casual,understated,bright,"{""date"": 0.3, ""vacation"": 0.7}","{""casual"": 0.6, ""semi-formal"": 0.4}","{""no_constraint"": 0.4, ""understated"": 0.6}","{""bright"": 0.5, ""soft"": 0.5}",train,aug_blend
"need advice, holiday but there is one fancy dinner, mostly beach with one dressy look ideas welcome",vacation,casual,understated,bright,"{""date"": 0.3, ""vacation"": 0.7}","{""casual"": 0.6, ""semi-formal"": 0.4}","{""no_constraint"": 0.4, ""understated"": 0.6}","{""bright"": 0.5, ""soft"": 0.5}",train,aug_blend
"hi - cousin's mehndi, festive and colourful but comfortable to sit on the floor any ideas?",wedding,semi-formal,bold,bright,"{""party"": 0.2, ""wedding"": 0.8}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.6, ""no_constraint"": 0.4}","{""bright"": 1.0}",train,aug_blend
"cousin's mehndi, festive and colourful but comfortable to sit on the floor thanks",wedding,semi-formal,bold,bright,"{""party"": 0.2, ""wedding"": 0.8}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.6, ""no_constraint"": 0.4}","{""bright"": 1.0}",train,aug_blend
"ok so sunday brunch with the girls, cute and a little dressy but still casual what should i wear",casual,casual,no_constraint,bright,"{""casual"": 0.6, ""party"": 0.4}","{""casual"": 0.6, ""semi-formal"": 0.4}","{""bold"": 0.4, ""no_constraint"": 0.6}","{""bright"": 1.0}",train,aug_blend
"quick one: sunday brunch with the girls, cute and a little dressy though still casual help pls",casual,casual,no_constraint,bright,"{""casual"": 0.6, ""party"": 0.4}","{""casual"": 0.6, ""semi-formal"": 0.4}","{""bold"": 0.4, ""no_constraint"": 0.6}","{""bright"": 1.0}",train,aug_blend
"need advice, date night but we are just walking and getting coffee, pretty but low effort ideas welcome",date,casual,understated,neutral,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 0.3, ""understated"": 0.7}","{""neutral"": 0.5, ""soft"": 0.5}",train,aug_blend
"so date night but we are just walking and getting coffee, pretty but low effort tia",date,casual,understated,neutral,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 0.3, ""understated"": 0.7}","{""neutral"": 0.5, ""soft"": 0.5}",train,aug_blend
"office but there is a photoshoot for the website, polished and a bit bold thanks",office,formal,bold,bright,"{""office"": 1.0}","{""formal"": 0.5, ""semi-formal"": 0.5}","{""bold"": 0.6, ""understated"": 0.4}","{""bright"": 0.5, ""neutral"": 0.5}",train,aug_blend
"help - office but there is a photoshoot for the website, polished and a bit bold",office,formal,bold,bright,"{""office"": 1.0}","{""formal"": 0.5, ""semi-formal"": 0.5}","{""bold"": 0.6, ""understated"": 0.4}","{""bright"": 0.5, ""neutral"": 0.5}",train,aug_blend
"quick one: new year's eve house party, glam though i still have to help host help pls",party,semi-formal,bold,dark,"{""party"": 1.0}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.7, ""no_constraint"": 0.3}","{""dark"": 1.0}",train,aug_blend
"hey, new year's eve house party, glam but i still have to help host any ideas?",party,semi-formal,bold,dark,"{""party"": 1.0}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.7, ""no_constraint"": 0.3}","{""dark"": 1.0}",train,aug_blend
"so diwali party at a relative's, traditional-ish but modern and not too flashy tia",party,semi-formal,understated,bright,"{""party"": 0.6, ""wedding"": 0.4}","{""formal"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.45, ""understated"": 0.55}","{""bright"": 1.0}",train,aug_blend
"hi - diwali party at a relative's, traditional-ish but modern and not too flashy what should i wear",party,semi-formal,understated,bright,"{""party"": 0.6, ""wedding"": 0.4}","{""formal"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.45, ""understated"": 0.55}","{""bright"": 1.0}",train,aug_blend
"help - beach holiday with a boat party one afternoon, mostly relaxed one loud look",vacation,casual,bold,bright,"{""party"": 0.35, ""vacation"": 0.65}","{""casual"": 1.0}","{""bold"": 0.5, ""no_constraint"": 0.5}","{""bright"": 1.0}",train,aug_blend
"ok so beach holiday with a boat party one afternoon, mostly relaxed one loud look ideas welcome",vacation,casual,bold,bright,"{""party"": 0.35, ""vacation"": 0.65}","{""casual"": 1.0}","{""bold"": 0.5, ""no_constraint"": 0.5}","{""bright"": 1.0}",train,aug_blend
"hey, client dinner, formal but the restaurant is trendy so not stuffy any ideas?",office,formal,understated,dark,"{""date"": 0.4, ""office"": 0.6}","{""formal"": 0.55, ""semi-formal"": 0.45}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_blend
"need advice, client dinner, formal though the restaurant is trendy so not stuffy thanks",office,formal,understated,dark,"{""date"": 0.4, ""office"": 0.6}","{""formal"": 0.55, ""semi-formal"": 0.45}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_blend
"hi - friend's birthday picnic in the park, casual but photo-ready what should i wear",casual,casual,no_constraint,bright,"{""casual"": 0.6, ""party"": 0.4}","{""casual"": 1.0}","{""no_constraint"": 0.6, ""understated"": 0.4}","{""bright"": 0.6, ""soft"": 0.4}",train,aug_blend
"friend's birthday picnic in the park, casual but photo-ready help pls",casual,casual,no_constraint,bright,"{""casual"": 0.6, ""party"": 0.4}","{""casual"": 1.0}","{""no_constraint"": 0.6, ""understated"": 0.4}","{""bright"": 0.6, ""soft"": 0.4}",train,aug_blend
"ok so cocktail hour at a wedding, dressy and a bit bold but still guest-appropriate ideas welcome",wedding,semi-formal,bold,bright,"{""wedding"": 1.0}","{""formal"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.55, ""understated"": 0.45}","{""bright"": 0.5, ""dark"": 0.5}",train,aug_blend
"quick one: cocktail hour at a wedding, dressy and a bit bold but still guest-appropriate tia",wedding,semi-formal,bold,bright,"{""wedding"": 1.0}","{""formal"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.55, ""understated"": 0.45}","{""bright"": 0.5, ""dark"": 0.5}",train,aug_blend
"need advice, work conference, professional though i am presenting so a little statement thanks",office,formal,bold,neutral,"{""office"": 1.0}","{""formal"": 0.6, ""semi-formal"": 0.4}","{""bold"": 0.55, ""understated"": 0.45}","{""bright"": 0.4, ""neutral"": 0.6}",train,aug_blend
"so work conference, professional but i am presenting so a little statement",office,formal,bold,neutral,"{""office"": 1.0}","{""formal"": 0.6, ""semi-formal"": 0.4}","{""bold"": 0.55, ""understated"": 0.45}","{""bright"": 0.4, ""neutral"": 0.6}",train,aug_blend
"date at an art gallery opening, creative and elevated but comfortable help pls",date,semi-formal,bold,dark,"{""date"": 0.6, ""party"": 0.4}","{""casual"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.5, ""understated"": 0.5}","{""dark"": 1.0}",train,aug_blend
"help - date at an art gallery opening, creative and elevated but comfortable any ideas?",date,semi-formal,bold,dark,"{""date"": 0.6, ""party"": 0.4}","{""casual"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.5, ""understated"": 0.5}","{""dark"": 1.0}",train,aug_blend
